,equity
2015-01-05,279425.06305450154
2015-01-06,277150.6546325083
2015-01-07,280933.1678633089
2015-01-08,286675.2405213709
2015-01-09,285020.29559987737
2015-01-12,283062.8281988497
2015-01-13,283498.9045671816
2015-01-14,282567.94116538716
2015-01-15,280381.05557960225
2015-01-16,284461.4517206545
2015-01-20,285892.6814054842
2015-01-21,287110.9062108393
2015-01-22,291358.5706881876
2015-01-23,291940.91067212773
2015-01-26,293944.7103237505
2015-01-27,290822.5991715784
2015-01-28,289353.1074213381
2015-01-29,291310.25803321553
2015-01-30,285692.4543203707
2015-02-02,286054.47426484275
2015-02-03,288202.89387105155
2015-02-04,289778.4378850286
2015-02-05,291389.2537610357
2015-02-06,289366.8566815679
2015-02-09,285613.45570634055
2015-02-10,291746.7539422338
2015-02-11,292995.1708867376
2015-02-12,295455.99760220695
2015-02-13,295183.1140410726
2015-02-17,296191.5778853719
2015-02-18,297510.786128742
2015-02-19,297426.83079121757
2015-02-20,299694.523086292
2015-02-23,300731.85971043754
2015-02-24,301719.76577065635
2015-02-25,300013.74042866874
2015-02-26,299851.98275349784
2015-02-27,299575.19125531364
2015-03-02,303371.4548004064
2015-03-03,301967.2315738592
2015-03-04,300909.15646247
2015-03-05,302411.25132063957
2015-03-06,297705.9115169439
2015-03-09,299308.7584445867
2015-03-10,296095.8406093511
2015-03-11,296929.75481871696
2015-03-12,301387.415724555
2015-03-13,301370.76297263236
2015-03-16,307109.72520331474
2015-03-17,306425.7017524633
2015-03-18,309390.79015425773
2015-03-19,310765.0518787298
2015-03-20,313014.1046874914
2015-03-23,312182.64645079704
2015-03-24,310772.58056334587
2015-03-25,303719.9335048589
2015-03-26,302331.29701499076
2015-03-27,306380.7338073644
2015-03-30,309768.30042723747
2015-03-31,306993.35418395133
2015-04-01,304718.6662232264
2015-04-02,306349.81875246606
2015-04-06,307160.9392897471
2015-04-07,306327.9419476374
2015-04-08,309078.66102140985
2015-04-09,309893.29413813195
2015-04-10,311130.0482656344
2015-04-13,309637.0841600283
2015-04-14,308318.2219306811
2015-04-15,307891.50277203164
2015-04-16,308621.6261536463
2015-04-17,304081.34858673654
2015-04-20,306398.1746026858
2015-04-21,310397.80135267816
2015-04-22,310307.20959538064
2015-04-23,311961.5101234301
2015-04-24,310498.1001355036
2015-04-27,305784.6388971194
2015-04-28,304964.46252649865
2015-04-29,300431.14478415094
2015-04-30,296928.8483449801
2015-05-01,301998.70028353576
2015-05-04,304157.7488198364
2015-05-05,298921.71479702834
2015-05-06,299965.65748549346
2015-05-07,303239.08344889525
2015-05-08,306853.37670899276
2015-05-11,307438.8204732025
2015-05-12,307706.17698050383
2015-05-13,306178.80140448455
2015-05-14,309649.0546479309
2015-05-15,309561.4869599426
2015-05-18,312651.4182462776
2015-05-19,313193.8643965805
2015-05-20,310918.38170576934
2015-05-21,311821.10604430083
2015-05-22,311216.0025463188
2015-05-26,308402.08264542464
2015-05-27,313256.86885023955
2015-05-28,313272.0279111946
2015-05-29,315002.9393034065
